"date","summary","group"
"2020-10-15","Filecoin mainnet launches, providing decentralized storage and retrieval capabilities.","Other crypto/web3 topics"
"2020-10-29","Governance transferred to AAVE holders; admin keys moved via community vote.","Other crypto/web3 topics"
"2020-11-11","Major Infura outage disrupts Ethereum services, exposing risks of infrastructure centralization.","Other crypto/web3 topics"
"2020-11-15","Bitcoin Unlimited v1.9.0 released, supporting Nov 2020 BCH upgrade.","Bitcoin software variants"
"2020-11-15","Contentious fork: BCH Node (BCHN) becomes canonical BCH, while ABC continues as eCash (XEC).","Bitcoin software variants"
"2020-11-15","Contentious fork: BCHN becomes canonical BCH; ABC chain continues separately.","Bitcoin software variants"
"2020-12-01","Ethereum Beacon Chain launches, introducing proof-of-stake alongside Ethereum's proof-of-work.","Other coins"
"2020-12-03","Aave V2 launches with debt tokenization and single-transaction loan repayment via collateral.","Other crypto/web3 topics"
"2020-12-03","Aave V2 launches, adding debt tokenization, collateral swaps, and flash loans.","Other crypto/web3 topics"
"2020-12-17","The Graph Network mainnet launches, enabling decentralized indexing and querying of blockchain data.","Other crypto/web3 topics"
"2020-12-18","Lido's liquid staking protocol goes live on Ethereum mainnet, issuing the first stETH tokens.","Other crypto/web3 topics"
"2020-12-20","MicroStrategy adds $650 million more Bitcoin to holdings, reaching $1.1 billion total investment.","#OfficialBitcoin"
"2020-12-20","Frax protocol launches on Ethereum as first fractional-algorithmic stablecoin.","Other crypto/web3 topics"
"2020-12-22","The SEC sues Ripple Labs, alleging XRP sales were an unregistered securities offering.","Other coins"
"2021-01-14","Bitcoin Core v0.21.0 released, integrating Taproot support groundwork","Bitcoin software variants"
"2021-01-14","Knots v0.21 released, aligning with Core 0.21 and adding Taproot support.","Bitcoin software variants"
"2021-01-19","Yearn V2 launches with multi-strategy Vaults for optimized yield.","Other crypto/web3 topics"
"2021-02-08","Tesla announces $1.5 billion Bitcoin purchase and accepts BTC payments for electric vehicles.","#OfficialBitcoin"
"2021-02-19","~$54k — Market cap tops $1T for the first time.","#OfficialBitcoin"
"2021-02-23","Tether settles with the NY Attorney General for $18.5M, agreeing to quarterly reserve disclosures.","Other coins"
"2021-03-17","Swaps expands to mobile, allowing token swaps directly via the MetaMask mobile wallet.","Other crypto/web3 topics"
"2021-03-24","Tesla begins accepting Bitcoin for car purchases, marking a high-profile corporate BTC adoption.","#OfficialBitcoin"
"2021-03-31","Cardano achieves ""d=0,"" meaning stake pool operators produce 100% of blocks—full decentralization.","Other coins"
"2021-04-14","Coinbase lists directly on Nasdaq; BTC hits $64,895, marking crypto's first major U.S. exchange IPO.","#OfficialBitcoin"
"2021-04-14","Coinbase goes public via Nasdaq direct listing under ticker COIN — a first for major crypto exchange.","Other crypto/web3 topics"
"2021-04-16","PleasrDAO acquires Edward Snowden's ""Stay Free"" NFT for 2,224 ETH (~$5.5 million), proceeds donated to the Freedom of the Press Foundation.","Other crypto/web3 topics"
"2021-04-23","Bored Ape Yacht Club launches with 10,000 unique apes, creating exclusive membership community.","Other crypto/web3 topics"
"2021-05-01","China begins mining crackdown, citing environmental concerns and financial stability.","#OfficialBitcoin"
"2021-05-05","Uniswap V3 launches on Ethereum, introducing ""concentrated liquidity"" and fee tiers.","Other crypto/web3 topics"
"2021-05-08","Dogecoin hits its all-time high of approximately $0.68 amid social media hype and celebrity attention.","Other coins"
"2021-05-11","Balancer V2 launches, introducing the single protocol vault for higher gas and capital efficiency.","Other crypto/web3 topics"
"2021-05-12","Tesla suspends Bitcoin payments after 49 days, citing environmental concerns over BTC mining.","#OfficialBitcoin"
"2021-05-12","Tesla suspends Bitcoin payments due to environmental concerns about mining energy consumption.","#OfficialBitcoin"
"2021-05-15","Bitcoin Unlimited v1.10.0 released, supporting May 2021 BCH upgrade.","Bitcoin software variants"
"2021-05-15","Upgrade adds double-spend proofs, new transaction chain limits, and script enhancements.","Bitcoin software variants"
"2021-05-19","China bans financial institutions from providing cryptocurrency services, escalating regulatory crackdown.","Government"
"2021-05-20","SushiSwap launches MISO token launchpad, enabling fundraising for new projects on its platform.","Other crypto/web3 topics"
"2021-06-08","El Salvador becomes first country to make Bitcoin legal tender alongside US dollar currency.","#OfficialBitcoin"
"2021-06-08","El Salvador passes the Bitcoin Law, making BTC legal tender alongside the U.S. dollar in 90 days.","Government"
"2021-06-09","The DAO purchases the original Doge meme NFT for 1,696.9 ETH (~$4 million), marking a major cultural acquisition.","Other crypto/web3 topics"
"2021-07-01","Global mining migration to US, Kazakhstan, and other countries following China ban.","#OfficialBitcoin"
"2021-07-01","Bitcoin ABC rebrands as **eCash (XEC)**, redenominating supply 1 BCHABC → 1,000,000 XEC.","Bitcoin software variants"
"2021-07-08","The Graph launches Subgraph Studio, letting developers build, test, and deploy subgraphs for dApps.","Other crypto/web3 topics"
"2021-07-15","PleasrDAO acquires the unique Wu-Tang Clan album *Once Upon a Time in Shaolin* for $4 million after the DOJ auction.","Other crypto/web3 topics"
"2021-08-01","BSV suffers 51% attack with deep chain reorgs and multiple double-spends.","Bitcoin software variants"
"2021-08-05","Ethereum London upgrade (EIP-1559) begins burning fees, making Ethereum potentially deflationary.","Other coins"
"2021-08-24","PAX is rebranded as Pax Dollar (USDP) to clearly signal its USD backing.","Other crypto/web3 topics"
"2021-08-28","BAYC #8817 sells for 769 ETH worth $2.3 million, setting new record for NFT collection sales.","Other crypto/web3 topics"
"2021-09-07","El Salvador integrates Lightning Network for instant Bitcoin payments nationwide.","#OfficialBitcoin"
"2021-09-07","Bitcoin Law takes effect in El Salvador, officially making BTC legal tender with the U.S. dollar.","Government"
"2021-09-08","The DYDX governance token is deployed and airdropped to early users, enabling community control.","Other crypto/web3 topics"
"2021-09-12","Alonzo hard fork launches, introducing smart contract capabilities and starting the Goguen era.","Other coins"
"2021-09-13","Bitcoin Core v22.0 released, major version change introducing Taproot activation logic.","Bitcoin software variants"
"2021-09-14","Solana suffers a 17-hour outage during the Grape Protocol IDO due to memory overflow.","Other coins"
"2021-09-17","Magic Eden launches on Solana, quickly gaining traction for its low fees and speed.","Other crypto/web3 topics"
"2021-09-24","China declares all cryptocurrency transactions illegal, completing comprehensive ban on digital assets.","Government"
"2021-10-19","ProShares Bitcoin Strategy ETF (BITO) launches on NYSE, first Bitcoin futures ETF in United States.","Government"
"2021-10-19","First U.S. Bitcoin ETF (ProShares) begins trading on NYSE.","Government"
"2021-10-28","Facebook rebrands to Meta, announces metaverse focus and validates Web3 gaming potential.","Other crypto/web3 topics"
"2021-11-03","NFT platform Shoyu launches, expanding SushiSwap's ecosystem into non-fungible token markets.","Other crypto/web3 topics"
"2021-11-09","Bitcoin reaches all-time high of approximately $69,000, marking the peak of the 2021 bull run cycle.","#OfficialBitcoin"
"2021-11-09","ENS launches its governance token ($ENS) via airdrop to .eth domain holders.","Other crypto/web3 topics"
"2021-11-10","~$69,000 — New ATH amid ETF/inflation narrative.","#OfficialBitcoin"
"2021-11-12","Token airdrop officially goes live at 00:00 UTC on November 9, 2021.","Other crypto/web3 topics"
"2021-11-14","The Taproot upgrade activates, enhancing privacy and enabling more complex Bitcoin smart contracts.","#OfficialBitcoin"
"2021-11-14","BIP340/341/342 (Taproot) activates, enhancing privacy and smart contracts.","#OfficialBitcoin"
"2021-11-16","Mt. Gox rehabilitation plan approved by Tokyo court, allowing creditors to receive Bitcoin payments.","#OfficialBitcoin"
"2021-11-19","Snapshot Labs raises $4 million in seed funding led by 1kx to expand its DAO governance toolkit.","Other crypto/web3 topics"
"2021-12-09","Ethereum Arrow Glacier upgrade delays the difficulty bomb, paving way for Ethereum's Merge.","Other coins"
"2021-12-18","The first five parachains go live, unlocking Polkadot's full sharded architecture.","Other coins"
"2021-12-30","In an interview, Elon Musk suggests Nick Szabo is the most likely person behind Satoshi Nakamoto.","#OfficialBitcoin"
"2022-01-01","Mining industry focuses on renewable energy adoption and carbon neutrality goals.","#OfficialBitcoin"
"2022-01-01","Mobile Lightning wallets enable instant Bitcoin payments with improved user experience.","#OfficialBitcoin"
"2022-01-10","LooksRare launches via a ""vampire attack"" on OpenSea, airdropping LOOKS tokens to past traders.","Other crypto/web3 topics"
"2022-01-10","X2Y2 launches with a ""vampire attack"" on OpenSea, distributing tokens to competing users.","Other crypto/web3 topics"
"2022-01-17","First Binance Coin Auto-Burn permanently removes 1.68M BNB tokens, replacing manual quarterly burns.","Other coins"
"2022-01-18","OKEx rebrands to OKX, reflecting its shift from exchange to broader Web3 ecosystem.","Other crypto/web3 topics"
"2022-01-23","BAYC floor price peaks at 153.7 ETH worth $400,000, marking height of NFT speculation bubble.","Other crypto/web3 topics"
"2022-02-02","ConsenSys acquires MyCrypto to improve MetaMask's security and user interface.","Other crypto/web3 topics"
"2022-02-13","Super Bowl LVI dubbed the ""Crypto Bowl"" as FTX, Coinbase, and others run high-profile TV ads.","#OfficialBitcoin"
"2022-02-15","Binance Chain and BSC rebrand as BNB Chain, unifying the ecosystem under the Binance Coin identity.","Other coins"
"2022-03-06","Andre Cronje announces his departure from DeFi, triggering a notable YFI price decline.","Other crypto/web3 topics"
"2022-03-16","Aave V3 deploys, adding ""Portal"" for cross-chain liquidity and E-Mode for capital efficiency.","Other crypto/web3 topics"
"2022-03-16","Aave V3 deploys, introducing Portal cross-chain feature and E-Mode for efficiency.","Other crypto/web3 topics"
"2022-03-23","Ronin bridge exploited for $625M in largest DeFi hack ever, but breach goes undetected initially.","Other crypto/web3 topics"
"2022-03-28","Blur raises $11M seed round (led by Paradigm), aiming to build an NFT marketplace for pros.","Other crypto/web3 topics"
"2022-03-29","Ronin bridge hack discovered and publicly announced, revealing $625M theft from 6 days earlier.","Other crypto/web3 topics"
"2022-04-25","Bitcoin Core v23.0 released, with improvements to wallet, P2P network, and RPC interface.","Bitcoin software variants"
"2022-04-25","Knots v23 released, moving to new versioning scheme with wallet and RPC improvements.","Bitcoin software variants"
"2022-04-25","btcd v0.22.0 released, major upgrade with full Taproot protocol support.","Bitcoin software variants"
"2022-04-28","Argent closes a $40 M Series B round, bringing total raised past $56 M.","Other crypto/web3 topics"
"2022-05-01","Solana experiences a 7-hour outage after NFT-mint bots swarm the network.","Other coins"
"2022-05-05","Zora raises $50M led by Haun Ventures, with contributions from Coinbase Ventures, expanding its ecosystem.","Other crypto/web3 topics"
"2022-05-09","BTC drops to $30,000 following Terra Luna collapse, wiping out billions in market capitalization.","#OfficialBitcoin"
"2022-05-09","Terra's UST stablecoin depegs from dollar parity, dropping to $0.30 and triggering ecosystem panic.","Other crypto/web3 topics"
"2022-05-10","LUNA token crashes from $80 to $0.01 in 48 hours, wiping out $40 billion in total market value.","Other crypto/web3 topics"
"2022-05-15","Upgrade introduces Native Introspection Opcodes and more flexible script integer handling.","Bitcoin software variants"
"2022-05-19","MimbleWimble Extension Blocks (MWEB) go live, adding optional privacy to Litecoin.","Other coins"
"2022-05-23","Foundation drops its invite-only policy, opening the platform for all creators.","Other crypto/web3 topics"
"2022-06-14","OpenSea migrates to the Seaport protocol to reduce fees and improve transaction efficiency.","Other crypto/web3 topics"
"2022-06-18","BTC hits $17,600 low, down 75% from ATH, marking the deepest bear market since 2018 cycle.","#OfficialBitcoin"
"2022-06-18","NFT trading volume drops 90% from peak levels, signaling end of speculative boom and crash.","Other crypto/web3 topics"
"2022-07-05","Voyager Digital files for bankruptcy following Three Arrows Capital default and liquidity crisis.","Other crypto/web3 topics"
"2022-07-13","Celsius files for bankruptcy protection after freezing withdrawals, affecting millions of users.","Other crypto/web3 topics"
"2022-08-01","Aave DAO approves the creation of on-chain stablecoin GHO via near-unanimous vote.","Other crypto/web3 topics"
"2022-08-09","DNS hijack redirects Curve.fi users to a cloned malicious site, resulting in ~$612K stolen.","Other crypto/web3 topics"
"2022-08-09","A DNS hijack attack steals $500K from Curve, though stolen funds are later recovered.","Other crypto/web3 topics"
"2022-08-24","Community votes overwhelmingly to establish the Uniswap Foundation— a nonprofit to steward ecosystem growth.","Other crypto/web3 topics"
"2022-08-26","Compound V3 launches, simplifying design with one borrowable asset against multiple collaterals.","Other crypto/web3 topics"
"2022-08-26","Compound V3 (""Comet"") launches with a single-asset borrowing model for improved capital efficiency.","Other crypto/web3 topics"
"2022-09-15","The Merge transitions Ethereum to proof-of-stake, cutting Ethereum energy use by more than 99%.","Other coins"
"2022-09-20","Balancer warns of DNS social engineering attack; urges users not to connect wallets.","Other crypto/web3 topics"
"2022-09-22","Vasil hard fork activates, delivering scalability, performance, and efficiency upgrades.","Other coins"
"2022-10-07","Dominica grants TUSD legal status as an authorized digital currency and medium of exchange.","Other crypto/web3 topics"
"2022-10-13","Frax launches its liquid staking product, frxETH, as part of its ecosystem expansion.","Other crypto/web3 topics"
"2022-10-19","Blur launches publicly—traders receive the first ""care package"" BLUR token airdrop.","Other crypto/web3 topics"
"2022-10-25","Community votes overwhelmingly (80%) to pass Christensen's Endgame governance restructuring.","Other crypto/web3 topics"
"2022-10-25","MakerDAO's Endgame Plan passes with ~80% community support, initiating decentralization restructuring.","Other crypto/web3 topics"
"2022-10-25","MakerDAO community approves the ""Endgame Plan"" with ~80% support for structural decentralization.","Other crypto/web3 topics"
"2022-10-27","LooksRare adopts optional creator royalties and begins sharing 25% of protocol fees with creators. *(No exact date found.)*","Other crypto/web3 topics"
"2022-11-07","Binance CEO announces liquidation of FTT token holdings, triggering bank run that collapses FTX exchange.","Other crypto/web3 topics"
"2022-11-08","FTX halts all customer withdrawals citing liquidity issues, trapping billions in user funds.","Other crypto/web3 topics"
"2022-11-11","FTX files for Chapter 11 bankruptcy protection as Sam Bankman-Fried resigns as CEO.","Other crypto/web3 topics"
"2022-11-24","Bitcoin Core v24.0 released, adding Asmap support, P2P upgrades, and Descriptor Wallet features.","Bitcoin software variants"
"2023-01-01","Mining decentralization increases as operations spread across multiple continents.","#OfficialBitcoin"
"2023-01-01","Lightning Network reaches 5000+ nodes with growing payment channel capacity.","#OfficialBitcoin"
"2023-01-07","Aave V3 goes live on Ethereum mainnet, a major milestone in scaling the protocol's ecosystem.","Other crypto/web3 topics"
"2023-01-11","Avalanche partners with AWS to scale infrastructure and dev ecosystem.","Other coins"
"2023-01-21","Casey Rodarmor launches the Ordinals protocol, enabling digital inscriptions on individual satoshis.","#OfficialBitcoin"
"2023-01-21","Ordinals protocol launches, enabling NFT-like inscriptions on Bitcoin.","#OfficialBitcoin"
"2023-01-31","Gemini's GUSD loses its $1 peg after OKX delists it, briefly hitting ~$0.98.","Other crypto/web3 topics"
"2023-02-09","Kraken settles SEC staking probe for $30M and ends its staking services for U.S. customers.","Other crypto/web3 topics"
"2023-02-14","BLUR governance token deployed and airdropped to users, driving massive trading activity.","Other crypto/web3 topics"
"2023-02-21","Paxos halts issuance of BUSD stablecoin at NYDFS's directive.","Other crypto/web3 topics"
"2023-03-08","Developer Domo introduces the BRC-20 token standard, allowing fungible tokens on Bitcoin.","#OfficialBitcoin"
"2023-03-11","USDC briefly depegs after $3.3B of reserves at SVB are locked due to bank collapse.","Other crypto/web3 topics"
"2023-03-14","Filecoin Virtual Machine (FVM) launches, enabling smart contracts and programmability.","Other crypto/web3 topics"
"2023-03-14","Compound V3 deploys on Polygon, expanding protocol lending to a major Ethereum scaling network.","Other crypto/web3 topics"
"2023-03-22","Magic Eden expands to support Bitcoin Ordinals, becoming an early major NFT market on BTC. *(Not precisely dated yet)*","Other crypto/web3 topics"
"2023-03-24","zkSync Era mainnet launches with zero-knowledge rollup technology for Ethereum scaling.","Other crypto/web3 topics"
"2023-03-27","Polygon zkEVM Mainnet Beta goes live, delivering Ethereum-compatible zero-knowledge rollup solution.","Other coins"
"2023-04-04","Launches OpenSea Pro after acquiring NFT aggregator Gem to serve professional traders.","Other crypto/web3 topics"
"2023-04-11","*(No specific launch date found; zkEVM launched March 27, 2023 instead.)*","Other coins"
"2023-04-12","Ethereum Shanghai upgrade enables ETH withdrawals for stakers, improving Ethereum liquidity.","Other coins"
"2023-04-20","European Parliament approves MiCA regulation; Council adoption follows on May 16, 2023.","Government"
"2023-04-20","European Parliament approves MiCA regulation framework, creating unified crypto rules across EU nations.","Government"
"2023-05-01","Blur launches Blend, allowing peer-to-peer NFT lending using NFTs as collateral.","Other crypto/web3 topics"
"2023-05-15","Major upgrade enables CashTokens, allowing creation and management of native tokens on BCH.","Bitcoin software variants"
"2023-05-18","Bitcoin Core v25.0 released, wallet and networking improvements plus new mempoolfullrbf option.","Bitcoin software variants"
"2023-06-05","SEC sues Binance and Coinbase for securities violations, escalating US regulatory enforcement actions.","Government"
"2023-07-13","A U.S. judge rules XRP is not a security when traded on exchanges, giving Ripple a partial legal win.","Other coins"
"2023-07-16","GHO launches on Ethereum mainnet following DAO approval.","Other crypto/web3 topics"
"2023-07-17","Chainlink launches CCIP, enabling secure cross-chain messaging and value transfer between blockchains.","Other crypto/web3 topics"
"2023-07-30","Exploit of a Vyper compiler bug allows ~$69M in losses due to reentrancy vulnerability.","Other crypto/web3 topics"
"2023-07-30","A Vyper compiler bug exploit drains $61M, one of the largest hacks in Curve's history.","Other crypto/web3 topics"
"2023-08-02","Third Litecoin halving cuts block reward to 6.25 LTC at block height 2,520,000.","Other coins"
"2023-08-18","Libbitcoin v3.8.0 released, obsoleting the insecure bx seed command; last major update of v3 series.","Bitcoin software variants"
"2023-08-22","Centre Consortium dissolved; Circle takes full control of USDC issuance and governance.","Other crypto/web3 topics"
"2023-08-29","U.S. federal court dismisses class-action against Uniswap Labs; protocol not liable.","Other crypto/web3 topics"
"2023-10-19","The SEC drops charges against Ripple CEO Brad Garlinghouse and Chairman Chris Larsen.","Other coins"
"2023-10-24","Ledger debuts **Ledger Recover**, an optional cloud-based recovery service splitting encrypted seed backups.","Other crypto/web3 topics"
"2023-10-26","dYdX Chain mainnet goes live as its standalone Cosmos-based Layer-1 blockchain.","Other crypto/web3 topics"
"2023-10-31","FCA adds Bitfinex to the UK warning list, alerting consumers to unlicensed operations.","Other crypto/web3 topics"
"2023-11-21","Binance and CZ settle U.S. charges, pay $4.3B fine, and CZ resigns as chief executive.","Other crypto/web3 topics"
"2023-11-28","Launches the ""Andromeda Release"": Core V3 and Perps V3 on Base with multi-collateral support including USDC.","Other crypto/web3 topics"
"2023-12-06","Bitcoin Core v26.0 released, introducing assumeutxo for faster syncing and P2P message upgrades.","Bitcoin software variants"
"2024-01-01","Next-generation ASIC miners reach unprecedented efficiency levels and hash rates.","#OfficialBitcoin"
"2024-01-01","Lightning Network matures with improved user experience and institutional adoption.","#OfficialBitcoin"
"2024-01-01","Self-custody solutions mature with advanced security features and recovery options.","#OfficialBitcoin"
"2024-01-08","Implements SCCP-309 raising Base OI/APY limits and introduces Core V3 features across UI and integrations.","Other crypto/web3 topics"
"2024-01-10","SEC approves 11 spot Bitcoin ETFs, marking institutional acceptance and a new era of BTC investing.","#OfficialBitcoin"
"2024-01-10","SEC approves 11 spot Bitcoin ETFs, opening institutional access to Bitcoin for U.S. investors.","Government"
"2024-01-24","Launches RARI Chain (Ethereum L3), enabling creator-enforced royalties via Layer 3.","Other crypto/web3 topics"
"2024-02-06","Solana halts block production for 5 hours due to a code bug; requires coordinated restart.","Other coins"
"2024-02-07","Fraxtal, an OP-stack based Ethereum L2 modular rollup, officially deploys testnet and mainnet.","Other crypto/web3 topics"
"2024-02-14","btcd remains actively maintained and is widely used as a dependency in Lightning Network implementations.","Bitcoin software variants"
"2024-02-21","Aave approves Governance V3, moving on-chain voting to L2s like Polygon and Arbitrum for cheaper participation.","Other crypto/web3 topics"
"2024-03-13","Bitcoin hits a new all-time high above $73,000, driven by strong inflows into newly approved ETFs.","#OfficialBitcoin"
"2024-03-13","~$73,000 — New ATH, fueled by U.S. spot ETF inflows.","#OfficialBitcoin"
"2024-03-13","Ethereum Dencun upgrade adds proto-danksharding, reducing Ethereum L2 costs and scaling usage.","Other coins"
"2024-04-01","Binance forms its first board of directors, chaired by Gabriel Abed with Richard Teng as CEO.","Other crypto/web3 topics"
"2024-04-16","Bitcoin Core v27.0 released, updating libsecp256k1, better miniscript wallet support, improved RPCs.","Bitcoin software variants"
"2024-04-19","Fourth Halving reduces rewards to 3.125 BTC; the Runes protocol for tokens launches the same day.","#OfficialBitcoin"
"2024-04-19","Runes protocol launches alongside fourth halving, enabling fungible tokens.","#OfficialBitcoin"
"2024-05-05","Bitcoin surpasses 1 billion cumulative transactions, averaging about 178,000 confirmed daily.","#OfficialBitcoin"
"2024-05-15","Protocol upgrade implements Adaptive Blocksize Limit Algorithm (ABLA) for dynamic scaling.","Bitcoin software variants"
"2024-05-20","UK High Court rules Craig Wright is not Satoshi, stating he fabricated evidence and lied extensively.","#OfficialBitcoin"
"2024-06-10","PleasrDAO files a lawsuit against Martin Shkreli for unauthorized streaming of the album, citing damage to its value.","Other crypto/web3 topics"
"2024-06-15","The album is first publicly played at Australia's MONA museum; PleasrDAO begins selling fractional $1 NFTs to accelerate release timing.","Other crypto/web3 topics"
"2024-07-05","Mt. Gox trustee begins Bitcoin and Bitcoin Cash repayments to creditors after 10-year bankruptcy process.","#OfficialBitcoin"
"2024-07-27","Trump speaks at a Bitcoin conference, pledging to make the U.S. the world's ""crypto capital.""","Government"
"2024-08-13","Curve cuts CRV token inflation from 20% → 6% to improve stability, marking its 4th anniversary.","Other crypto/web3 topics"
"2024-08-13","On its fourth anniversary, Curve Finance reduces CRV inflation from ~20% to ~6%, cutting emissions significantly.","Other crypto/web3 topics"
"2024-08-27","MakerDAO officially rebrands to ""Sky Protocol"", redefining DAI as ""USDS"" and MKR as ""SKY.""","Other crypto/web3 topics"
"2024-08-27","MakerDAO officially rebrands to **Sky Protocol**, replacing DAI → USDS and MKR → SKY. Launch scheduled for Sept 18.","Other crypto/web3 topics"
"2024-09-01","Chang hard fork activates, introducing the first on-chain governance features (CIP-1694) as part of the Voltaire era.","Other coins"
"2024-09-04","Polygon upgrades its native token: MATIC is migrated to POL, making POL the official gas and staking token.","Other coins"
"2024-09-09","Snapshot X launches on Starknet, offering gas-free, on-chain voting with storage proofs.","Other crypto/web3 topics"
"2024-09-18","MakerDAO rebrands to Sky Protocol, renaming DAI to USDS and MKR to SKY.","Other crypto/web3 topics"
"2024-09-18","SKY governance token and USDS stablecoin are launched following rebranding.","Other crypto/web3 topics"
"2024-09-19","Polkadot launches ""Agile Coretime,"" adding flexible parachain slot leasing.","Other coins"
"2024-10-02","Bitcoin Core v28.0 released, with UTXO database optimizations, block processing and miniscript upgrades.","Bitcoin software variants"
"2024-10-16","Arweave surpasses 10B transactions, proving adoption and the resilience of its permaweb.","Other crypto/web3 topics"
"2024-11-07","Bitcoin nears $77k as markets rally after Trump's election victory and crypto-friendly promises.","Government"
"2024-11-11","~$89,604 — Breaks to a fresh ATH during ""Trump trade.""","#OfficialBitcoin"
"2024-11-26","Uniswap unveils a record-breaking $15.5 million bug bounty for Bug Submission on its upcoming v4—largest ever.","Other crypto/web3 topics"
"2024-12-05","~$103,679 — First break above $100,000.","#OfficialBitcoin"
"2024-12-07","Community votes to sunset the ethDYDX bridge (wethDYDX), ending support by mid-June 2025.","Other crypto/web3 topics"
"2024-12-08","SushiSwap unveils 2025 roadmap incl. perpetual DEX + Solana expansion, boosting SUSHI price.","Other crypto/web3 topics"
"2024-12-10","Magic Eden launches its native $ME token via a major airdrop, releasing 125M tokens.","Other crypto/web3 topics"
"2024-12-15","Bitcoin hits $107,822 ATH as Trump confirms reserve plans; MicroStrategy inclusion announced.","#OfficialBitcoin"
"2024-12-15","~$107,822 — New ATH; same period MSTR added to Nasdaq-100 (company event).","#OfficialBitcoin"
"2024-12-15","Trump confirms plans for a U.S. Bitcoin reserve, marking a major policy shift from his 2019 stance.","Government"
"2024-12-23","MicroStrategy officially added to the Nasdaq-100 index, validating its Bitcoin treasury strategy.","#OfficialBitcoin"
"2025-01-23","Trump signs executive order supporting crypto and creating a federal working group on digital assets.","Government"
"2025-01-23","KuCoin officially closes all accounts for U.S. users, exiting the U.S. market as part of its regulatory settlement","Other crypto/web3 topics"
"2025-01-27","OKX obtains full MiCA license in Malta—the first global partner to secure that EU crypto license.","Other crypto/web3 topics"
"2025-01-27","KuCoin pleads guilty in U.S. to unlicensed money transmission; agrees to pay nearly $300M penalty.","Other crypto/web3 topics"
"2025-01-31","Uniswap V4 goes live with singleton contract architecture and customizable ""hooks.""","Other crypto/web3 topics"
"2025-01-31","Uniswap V4 launches with ""hooks"" and singleton design, letting devs customize trading.","Other crypto/web3 topics"
"2025-01-31","Uniswap v4 launches, enabling ""hooks"" — modular functionality customization for pools, swaps, fees, and more.","Other crypto/web3 topics"
"2025-02-14","Uniswap DAO approves a $50 million incentive program for the adoption of v4 and new L2 chain, ""Unichain.""","Other crypto/web3 topics"
"2025-02-21","Bybit suffers the largest crypto hack in history: nearly $1.5 B stolen in Ethereum from its cold wallet.","Other crypto/web3 topics"
"2025-02-26","Snapshot announces a cross-chain voting partnership with Herodotus to enable multi-chain DAO governance.","Other crypto/web3 topics"
"2025-03-04","Trump announces that the U.S. crypto reserve will include BTC, ETH, XRP, SOL, and ADA.","Government"
"2025-03-06","Trump signs an executive order establishing a Strategic Bitcoin Reserve and Digital Asset Stockpile.","Government"
"2025-03-06","Trump signs EO creating Strategic Bitcoin Reserve and Digital Asset Stockpile at the White House.","Government"
"2025-03-12","OKX buys a MiFID II-licensed firm to begin offering EU-regulated derivatives to institutions.","Other crypto/web3 topics"
"2025-03-14","Arweave launches PI (Permaweb Index) token to simplify indexing and building on Web3.","Other crypto/web3 topics"
"2025-03-20","Kraken announces $1.5B acquisition of NinjaTrader, entering futures and traditional finance.","Other crypto/web3 topics"
"2025-03-31","X2Y2 announces the platform will close on April 30 after 3 years of declining usage.","Other crypto/web3 topics"
"2025-03-31","Binance begins delisting non-MiCA stablecoins, including TUSD, from spot trading for EEA users.","Other crypto/web3 topics"
"2025-04-09","Smart contract bug leads to $3M exploit, underscoring persistent security risks in DeFi.","Other crypto/web3 topics"
"2025-04-11","Magic Eden acquires Slingshot, expanding into cross-chain trading beyond NFTs.","Other crypto/web3 topics"
"2025-04-14","Bitcoin Core v29.0 released, boosting performance with faster block relay and transaction validation.","Bitcoin software variants"
"2025-04-17","Kraken restructures workforce, cutting roles as part of IPO preparation and TradFi expansion.","Other crypto/web3 topics"
"2025-04-22","KuCoin launches regulated digital asset exchange in Thailand under Thai SEC supervision.","Other crypto/web3 topics"
"2025-04-23","The ZORA token launches on Base L2 with a 1B token airdrop, rewarding early users for platform activity.","Other crypto/web3 topics"
"2025-04-23","Founder announces incentive plan to restore sUSD peg, balancing rewards and penalties for stability.","Other crypto/web3 topics"
"2025-04-29","North Star upgrade—FXS is rebranded as FRAX (gas token for Fraxtal) via hard fork.","Other crypto/web3 topics"
"2025-04-30","X2Y2 officially shuts down NFT trading, pivoting the team toward AI-driven crypto innovation.","Other crypto/web3 topics"
"2025-05-05","Curve's official X account is hacked, posting a fake CRV airdrop to lure users (no funds lost).","Other crypto/web3 topics"
"2025-05-08","Ripple and the SEC announce a settlement, resolving their years-long securities lawsuit.","Other coins"
"2025-05-08","Coinbase announces $2.9 bn acquisition of Deribit, boosting its presence in crypto-derivatives.","Other crypto/web3 topics"
"2025-05-12","Curve's front-end DNS is hijacked in a second attack, safely resolved without smart contract breach.","Other crypto/web3 topics"
"2025-05-12","Uniswap becomes the first DEX to surpass $3 trillion in cumulative all-time trading volume.","Other crypto/web3 topics"
"2025-05-14","Nansen details the Compound V3 enhancements focused on simplified DeFi lending and risk isolation.","Other crypto/web3 topics"
"2025-05-15","Libbitcoin v4.0.0 released, stable series after years of dev; adds significant consensus logic improvements and modular design.","Bitcoin software variants"
"2025-05-19","*Alpenglow consensus introduced*, a full rewrite of Solana's protocol replacing PoH and Tower BFT with **Rotor** and **Votor**, enabling ~150 ms finality and ""20+20"" fault resilience","Other coins"
